Fresno,999101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,3,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7
Grand Rapids-Kentwood,1077370,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,5,8,10,12,17,18,18,18,19,21,21,28,31,33,34,35
Greensboro-High Point,771851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,7,7,7,7,11,12,13,13,13,14,14,14,15,16,17,17,17,19,20
Greenville-Anderson,920477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,4,5,5,5,6,7,7,9,12,13,14,14,16,17,17,17,17,17
Harrisburg-Carlisle,577941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,4,4,4,4,4,5,5,5,7,8,8,10,10,12,12,14,14,14
Hartford-East Hartford-Middletown,1204877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,6,6,7,7,8,15,20,26,30,40,45,51,68,68,102,119,134
Honolulu,974563,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,3,4,4,4,4,4,4,5,6,6,6,6,6,6,6,6,6,6,7,7
Houston-The Woodlands-Sugar Land,7066141,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2,3,3,4,7,9,11,12,19,23,30,33,35,47,51,63,67,70,73,81,93
Indianapolis-Carmel-Anderson,2074537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,4,4,9,10,11,16,18,19,20,26,35,39,53,61,66,66
Jackson,594806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,3,3,3,3,3,6,7,9,10,10,10,10,10,11,13
Jacksonville,1559514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,6,8,8,9,9,9,11,11,17,17,17,17,17,17
Kansas City,2396985,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,3,3,3,4,4,5,5,7,7,8,10,11,20,20,20,21,32,37,39
Knoxville,869046,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,5,5,7,7,7,7,7,8,8,8,9,9,9,9,9,9,9,9,9,9,9
Lakeland-Winter Haven,724777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,4,4,5,5,6,8,8,8,9,10,10,11,12,12,12,14,15,15
Las Vegas-Henderson-Paradise,2266715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,4,4,6,6,10,10,14,14,23,28,34,39,41,41,41,54,65,71
Little Rock-North Little Rock-Conway,742384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,10,10,11,11,12,13,13,14,14,15,15
Los Angeles-Long Beach-Anaheim,13214799,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,5,7,11,14,22,29,30,36,48,61,74,91,102,107,146,161,184,215
Louisville/Jefferson County,1265108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,3,3,3,8,9,15,17,24,24,33,35,39,40,42,42,58,64
Madison,664865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,5,8,9,9,11,12,12,13,13,13,13,13,14,17,18,18,20
McAllen-Edinburg-Mission,868707,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,4,4,4,4,4,5,6,6,6,6,6,6,7,7
Memphis,1346045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,9,10,11,14,16,19,20,25,25,33,33,28,33,34,43,44
Miami-Fort Lauderdale-Pompano Beach,6166488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,6,6,6,6,9,17,19,21,33,33,64,76,97,120,132,139,176,201,222
Milwaukee-Waukesha,1575179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,4,4,5,8,11,12,13,13,18,19,23,34,34,52,53,64,71
Minneapolis-St. Paul-Bloomington,3640043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,4,4,7,7,7,8,8,14,18,22,25,28,37,40,45,50,50,58,64
Nashville-Davidson-Murfreesboro-Franklin,1934317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,7,7,8,20,21,23,23,28,32,39,45,48,49
New Haven-Milford,854757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,6,6,6,12,15,17,18,29,36,41,60,60,78,98,107,119,135,151
New Orleans-Metairie,1270530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,6,10,13,19,19,26,34,50,65,94,110,118,145,188,216,241,286,315
New York-Newark-Jersey City,25924293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,7,14,26,40,67,96,151,210,262,363,482,633,860,1132,1505,1927,2327,2716,3625
North Port-Sarasota-Bradenton,836995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,2,3,3,3,3,5,5,10,10,10,10,10,12,14,18,21,25,25,29,30
Ogden-Clearfield,683864,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Oklahoma City,1408950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,5,8,9,9,14,17,17,18,19,22,23,24,30,30,32,37,37,39,39
Omaha-Council Bluffs,949442,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,4,4,5,5,5,5,5,5,5,6,6,6,6,9,9,9,9,12,12,12
Orlando-Kissimmee-Sanford,2608147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,4,4,4,4,4,5,5,11,12,15,15,15,16,17
Oxnard-Thousand Oaks-Ventura,846006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,4,4,5,5,6,6,6,6,6,7,7,10,10,10,10,10,13,13,13
Palm Bay-Melbourne-Titusville,601942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,6,6,6,6,7,7,7,7,7,7,8,8,8,8,8,8
Philadelphia-Camden-Wilmington,6102434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,7,9,18,24,27,30,48,63,74,98,108,132,185,236,247,299,366,418
Phoenix-Mesa-Chandser,4948203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,5,5,5,5,5,5,12,12,28,31,31,35,37,39,39,47
Pittsburgh,2317600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,4,4,4,5,7,7,7,12,13,13,18,26,28,40,45,46,48
Portland-Vancouver-Hillsboro,2492412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,5,5,5,5,5,9,10,12,13,14,14,16,17,18,21,21,21,25,28
Poughkeepsie-Newburgh-Middletown,679158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,6,7,7,8,23,24,35,45,61,85,102,117,125,125,143,157,184,195
Providence-Warwick,1624578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,7,8,11,11,19,26,26,26,42,46,46,46,59,59,66,78,90
Provo-Orem,648252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,4,5,5,5,5,5,6,7,7,7
Raleigh-Cary,1390785,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,3,3,3,5,6,6,5,5,5,6,12,17,18,20,21,25,30,32,35
Richmond,1291900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,42,42
Riverside-San Bernardino-Ontario,4650631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,6,6,6,8,10,11,11,11,12,17,19,20,22,28,32,38
Rochester,1069644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,3,4,4,5,5,6,8,9,10,11,15,20,27,33,36,42,42,42,42
Sacramento-Roseville-Folsom,2363730,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,1,2,3,3,3,4,4,4,4,6,6,7,7,8,8,9,10,10
Salt Lake City,1232696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,12,13,15
San Antonio-New Braunfels,2550960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,6,6,6,8,8,11,11,11,11,13,14,14,21,25,27,29,32,37,40
San Diego-Chula Vista-Carlsbad,3338330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,6,7,7,7,9,15,16,17,18,19,19,31,36,40,44,45,45,47
San Francisco-Oakland-Berkeley,4731803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,4,9,12,14,17,20,23,30,31,34,41,44,46,49,61,64,65
San Jose-Sunnyvale-Santa Clara,1990660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,4,6,6,9,9,9,11,17,18,20,21,26,26,29,31,33,37,37,41
Seattle-Tacoma-Bellevue,3979845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,7,10,11,13,16,18,18,22,23,30,36,38,39,47,52,63,68,76,85,86
Spokane-Spokane Valley,568521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,5,5,7,10,11,12,12,13,14,17,14,14,15,16,18,18,18
Springfield,697382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,6,6,16,24,29,41,49,49,54,75,86,86,86,120,133,133,133,182
St. Louis,2803228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,4,4,4,7,7,8,8,11,11,18,26,29,40,57,66,71,87,88
Stockton,762148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,3,3,4,4,6,6,8,9,9,11,11,11,13
Syracuse,648593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,3,4,5,6,7,7,10,11,12,13,13,14,16
Tampa-St. Petersburg-Clearwater,3194831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,4,8,9,10,10,13,14,14,15,15,15,19,22,23,30,34,34,36,37
Toledo,641816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,3,3,3,3,4,7,8,12,16,18,18,18,24,24,25,29
Tucson,1047279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,4,4,4,4,11,11,11,12,13,13,16,16,16,16,29,29,29,29,29
Tulsa,998626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,3,6,6,6,7,7,10,13,14,14,15,25,28,28,32,32
Virginia Beach-Norfolk-Newport News,1768901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,5,5,6,6,6,6,7,7,7,7,7,7,7,7,7
Washington-Arlington-Alexandria,6280487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,5,6,6,8,8,11,16,23,24,25,38,44,54,63,79,82,106,125
Wichita,640218,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,5,5,6,6,7,7,7,7,7,7,10
Winston-Salem,676008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,4,5,5,5,7,7,8,8,8,9,9,10,10,10,10,10,10,10
Worcester,947404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,5,5,5,7,9,13,14,18,18,19,24,30,30,30,42,50,50,50
